Gene	ID	Count
HCRT	4966	10
HCRTR1	4967	6
HCRTR2	4968	5
HCST	4969	5
HDAC1	4970	2
HDAC10	4971	5
HDAC11	4972	8
HDAC2	4973	17
HDAC3	4974	2
HDAC5	4975	7
HDAC6	4976	7
HDAC8	4977	19
HDDC2	4978	2
HDDC3	4979	6
HDGF	4980	4
HDGF2	4981	8
HDGFL1	4982	3
HDHD1A	4983	39
HDHD3	4984	2
HDLBP	4985	41
HDX	4986	1
HEATR3	4987	9
HEATR4	4988	10
HEATR5A	4989	5
HEATR5B	4990	3
HEATR6	4991	14
HEATR7A	4992	12
HEATR7B2	4993	6
HEBP1	4994	10
HEBP2	4995	16
HECA	4996	5
HECTD2	4997	4
HECTD3	4998	3
HECW1	4999	12
HECW2	5000	25
HEG1	5001	28
HELB	5002	10
HELQ	5003	6
HELZ	5004	22
HEMK1	5005	4
HEPACAM	5006	6
HEPACAM2	5007	6
HEPHL1	5008	14
HERC1	5009	13
HERC2	5010	37
HERC3	5011	36
HERC4	5012	4
HERC5	5013	11
HERC6	5014	11
HERPUD1	5015	4
HERPUD2	5016	13
HES1	5017	11
HES2	5018	7
HES3	5019	11
HES4	5020	10
HES5	5021	6
HES6	5022	5
HES7	5023	10
HEXA	5024	7
HEXB	5025	6
HEXDC	5026	10
HEXIM1	5027	12
HEXIM2	5028	6
HEY1	5029	14
HEY2	5030	20
HEYL	5031	16
hfe	5032	4
HFE2	5033	2
HFM1	5034	6
HGF	5035	23
HGS	5036	4
HGSNAT	5037	27
HHEX	5038	11
HHIP	5039	14
HHIPL2	5040	9
HIAT1	5041	8
HIATL1	5042	14
HIBADH	5043	30
HIBCH	5044	19
HIC1	5045	4
HIC2	5046	11
HIF1A	5047	5
HIF1AN	5048	7
HIF3A	5049	13
HIG2	5050	4
HIGD1D	5051	4
HIGD2A	5052	3
HINFP	5053	11
HINT1	5054	7
HINT2	5055	7
HINT3	5056	20
HIP1	5057	62
HIP1R	5058	11
HIPK1	5059	14
HIPK2	5060	17
HIPK3	5061	11
HIPK4	5062	5
HIRA	5063	36
HIRIP3	5064	4
HIST1H1C	5065	8
HIST1H1D	5066	10
HIST1H1E	5067	22
HIST1H2AG	5068	14
HIST1H2BI	5069	7
HIST1H2BK	5070	15
HIST1H2BN	5071	9
HIST2H2AB	5072	5
HIST2H2AC	5073	12
HIST2H2BE	5074	3
HIST3H2A	5075	11
HIVEP1	5076	22
HIVEP2	5077	7
HIVEP3	5078	10
HJURP	5079	7
HK1	5080	17
HK2	5081	10
HK3	5082	5
HKDC1	5083	9
HLCS	5084	37
HLF	5085	38
HLTF	5086	2
HLX	5087	21
HM13	5088	12
HMBOX1	5089	12
HMBS	5090	11
HMCN1	5091	54
HMCN2	5092	51
HMG20A	5093	12
HMG20B	5094	20
HMGA1	5095	12
HMGB1	5096	5
HMGB2	5097	8
HMGB3	5098	7
HMGCL	5099	16
HMGCLL1	5100	6
HMGCR	5101	9
HMGCS1	5102	5
HMGN1	5103	7
HMGN2	5104	6
HMGN3	5105	13
HMGN4	5106	7
HMGXB3	5107	18
HMGXB4	5108	2
HMHA1	5109	23
HMMR	5110	7
HMOX1	5111	10
HMOX2	5112	25
HMX2	5113	15
HN1	5114	5
HN1L	5115	11
HNF1A	5116	5
HNF1B	5117	16
HNRNPA0	5118	5
HNRNPA1	5119	5
HNRNPA2B1	5120	10
HNRNPA3	5121	6
HNRNPAB	5122	4
HNRNPC	5123	5
HNRNPD	5124	9
HNRNPF	5125	18
HNRNPH1	5126	10
HNRNPH2	5127	4
HNRNPH3	5128	6
HNRNPK	5129	4
HNRNPL	5130	9
HNRNPM	5131	14
HNRNPR	5132	4
HNRNPU	5133	14
HNRNPUL1	5134	24
HNRNPUL2	5135	4
HNRPDL	5136	4
HNRPLL	5137	5
HOMER1	5138	15
HOMER2	5139	18
HOMEZ	5140	4
HOOK1	5141	1
HOOK2	5142	8
HOOK3	5143	27
HOPX	5144	5
HORMAD2	5145	6
HOXA1	5146	11
HOXA10	5147	20
HOXA2	5148	8
HOXA3	5149	42
HOXA4	5150	13
HOXA5	5151	10
HOXA7	5152	14
HOXA9	5153	18
HOXB1	5154	2
HOXB2	5155	18
HOXB3	5156	18
HOXB4	5157	7
HOXB7	5158	8
HOXB8	5159	8
HOXB9	5160	11
HOXC11	5161	16
HOXC12	5162	17
HOXC13	5163	15
HOXC4	5164	8
HOXC5	5165	11
HOXC6	5166	7
HOXD10	5167	10
HOXD11	5168	15
HOXD12	5169	2
HOXD4	5170	14
HP	5171	5
HP1BP3	5172	5
HPCA	5173	14
HPCAL1	5174	34
HPCAL4	5175	7
HPDL	5176	9
HPGD	5177	5
HPN	5178	3
HPRT1	5179	8
HPS1	5180	10
HPS3	5181	8
HPS4	5182	27
HPS5	5183	8
HPS6	5184	6
HPSE	5185	9
HPSE2	5186	47
HR	5187	4
HRASLS	5188	5
HRASLS5	5189	5
HRC	5190	6
HRH1	5191	12
HRH2	5192	2
HRK	5193	11
HRNBP3	5194	54
HRSP12	5195	6
HS1BP3	5196	28
HS2ST1	5197	14
HS3ST1	5198	12
HS3ST2	5199	16
HS3ST3A1	5200	19
HS3ST3B1	5201	28
HS3ST5	5202	19
HS3ST6	5203	9
HS6ST1	5204	13
HS6ST2	5205	17
HS6ST3	5206	30
HSBP1	5207	3
HSCB	5208	3
HSD11B1L	5209	7
HSD11B2	5210	5
HSD17B1	5211	4
HSD17B10	5212	5
HSD17B11	5213	5
HSD17B14	5214	10
HSD17B2	5215	10
HSD17B4	5216	12
HSD17B7	5217	5
HSD17B8	5218	5
HSD3B7	5219	1
HSDL1	5220	5
HSDL2	5221	12
HSF1	5222	7
HSF2	5223	6
HSF2BP	5224	29
HSF4	5225	7
HSP90AA1	5226	11
HSP90AB1	5227	11
HSP90B1	5228	10
HSPA12A	5229	4
HSPA12B	5230	11
HSPA13	5231	4
HSPA14	5232	4
HSPA1A	5233	6
HSPA1B	5234	6
HSPA1L	5235	7
HSPA2	5236	7
HSPA4	5237	5
HSPA4L	5238	15
HSPA5	5239	6
HSPA6	5240	4
HSPA8	5241	6
HSPA9	5242	5
HSPB1	5243	8
HSPB2	5244	3
HSPB3	5245	3
HSPB6	5246	7
HSPB8	5247	12
HSPB9	5248	2
HSPBAP1	5249	7
HSPBP1	5250	16
HSPD1	5251	1
HSPE1	5252	3
HSPG2	5253	38
HSPH1	5254	2
HTATIP2	5255	4
HTATSF1	5256	7
HTF9C	5257	6
HTR1A	5258	5
HTR1B	5259	10
HTR1D	5260	8
HTR2A	5261	4
HTR3A	5262	2
HTR4	5263	14
HTR5A	5264	60
HTR6	5265	4
HTR7	5266	16
HTRA1	5267	19
HTRA2	5268	2
HTRA4	5269	5
HUNK	5270	34
HUS1	5271	9
HUWE1	5272	30
HVCN1	5273	12
HYAL1	5274	1
HYAL2	5275	9
HYDIN	5276	45
HYLS1	5277	13
IAH1	5278	10
IARS	5279	10
IBTK	5280	5
ICA1	5281	20
ICAM1	5282	16
ICAM2	5283	17
ICAM3	5284	5
ICAM4	5285	7
ICAM5	5286	18
ICK	5287	29
ICOSLG	5288	10
ICT1	5289	8
ID1	5290	9
ID2	5291	14
ID3	5292	8
IDE	5293	12
IDH1	5294	6
IDH2	5295	11
IDH3A	5296	16
IDH3B	5297	5
IDH3G	5298	5
IDI1	5299	12
IDS	5300	4
IDUA	5301	10
IER2	5302	10
IER3	5303	7
IER3IP1	5304	5
IER5	5305	7
IER5L	5306	1
IFFO1	5307	7
IFFO2	5308	29
IFI27L2	5309	5
IFI30	5310	5
IFI35	5311	6
IFI6	5312	2
IFIH1	5313	2
IFIT5	5314	5
IFITM2	5315	4
IFITM3	5316	5
IFITM5	5317	5
IFNAR1	5318	8
IFNAR2	5319	22
IFNB3	5320	3
IFNG	5321	5
IFNGR1	5322	10
IFNGR2	5323	18
IFNK	5324	1
IFRD1	5325	4
IFRD2	5326	16
IFT122	5327	51
IFT140	5328	66
IFT20	5329	4
IFT52	5330	9
IFT57	5331	8
IFT74	5332	8
IFT80	5333	14
IFT81	5334	21
IFT88	5335	10
IGBP1	5336	5
IgCgamma	5337	2
IGDCC3	5338	12
IGDCC4	5339	7
IGF1	5340	2
IGF1R	5341	130
IGF2	5342	23
IGF2BP1	5343	24
IGF2BP2	5344	16
IGF2BP3	5345	29
IGF2R	5346	106
IGFALS	5347	3
IGFBP1	5348	6
IGFBP2	5349	11
IGFBP3	5350	10
IGFBP4	5351	5
IGFBP5	5352	5
IGFBP6	5353	9
IGFBP7	5354	16
IGFBPL1	5355	6
IGHE	5356	1
IGHMBP2	5357	12
IGLL1	5358	30
IGLON5	5359	8
IGSF11	5360	4
IGSF21	5361	90
IGSF3	5362	38
IGSF8	5363	6
IGSF9	5364	9
IGSF9B	5365	7
IHH	5366	5
IK	5367	4
IKBKB	5368	41
IKBKE	5369	17
IKBKG	5370	2
IKIP	5371	3
IKZF1	5372	16
IKZF2	5373	8
IKZF3	5374	6
IKZF5	5375	7
IL10RA	5376	4
IL10RB	5377	13
IL11RA	5378	2
IL12A	5379	6
IL12B	5380	5
IL13	5381	2
IL13RA1	5382	23
IL13RA2	5383	5
IL15	5384	5
IL15RA	5385	14
IL16	5386	2
IL17B	5387	2
IL17C	5388	5
IL17D	5389	10
IL17RA	5390	5
IL17RB	5391	13
IL17RC	5392	2
IL17RD	5393	23
IL17RE	5394	15
IL18	5395	7
IL18R1	5396	5
IL1F9	5397	6
IL1R1	5398	10
IL1RAP	5399	6
IL1RAPL1	5400	15
IL1RAPL2	5401	10
IL1RL2	5402	2
IL20	5403	6
IL20RA	5404	11
IL20RB	5405	10
IL21R	5406	12
IL22RA1	5407	12
IL23A	5408	3
IL24	5409	2
IL25	5410	11
IL27RA	5411	4
IL28RA	5412	7
IL2RA	5413	15
IL2RG	5414	2
IL31RA	5415	5
IL34	5416	21
IL4	5417	1
IL4R	5418	11
IL5RA	5419	18
IL6R	5420	10
IL6ST	5421	5
IL7	5422	14
IL7R	5423	4
IL9R	5424	24
ILDR1	5425	10
ILDR2	5426	32
ILF2	5427	8
ILF3	5428	13
ILK	5429	5
ILKAP	5430	14
ILVBL	5431	14
IMMP1L	5432	9
IMMP2L	5433	32
IMMT	5434	12
IMP3	5435	8
IMP4	5436	9
IMPA1	5437	18
IMPA2	5438	16
IMPACT	5439	6
IMPAD1	5440	6
IMPDH1	5441	7
IMPDH2	5442	4
INA	5443	10
INADL	5444	27
INCA1	5445	3
INCENP	5446	7
INF2	5447	12
ING1	5448	8
ING3	5449	2
ING4	5450	6
ING5	5451	15
INGX	5452	10
INHA	5453	1
INHBA	5454	14
INHBB	5455	7
INMT	5456	3
INO80	5457	5
INO80B	5458	4
INO80C	5459	4
INO80D	5460	7
INO80E	5461	9
INPP1	5462	12
INPP4A	5463	43
INPP4B	5464	14
INPP5A	5465	85
INPP5B	5466	7
INPP5D	5467	36
INPP5E	5468	11
INPP5J	5469	3
INPP5K	5470	18
INPPL1	5471	17
INS	5472	6
INSC	5473	9
INSIG1	5474	20
INSIG2	5475	4
INSL3	5476	6
INSL6	5477	4
INSM1	5478	7
INSM2	5479	4
INSR	5480	20
INSRR	5481	14
INTS1	5482	9
INTS10	5483	32
INTS12	5484	2
INTS2	5485	15
INTS3	5486	22
INTS4	5487	8
INTS5	5488	10
INTS7	5489	12
INTS9	5490	28
INVS	5491	12
IP6K1	5492	9
IP6K2	5493	11
IP6K3	5494	50
IPCEF1	5495	14
IPMK	5496	6
IPO13	5497	7
IPO4	5498	4
IPO7	5499	10
IPO8	5500	5
IPO9	5501	11
IPP	5502	4
IPPK	5503	17
IQCA1	5504	28
IQCB1	5505	4
IQCC	5506	3
IQCD	5507	7
IQCE	5508	60
IQCF1	5509	1
IQCF5	5510	1
IQCG	5511	7
IQCH	5512	5
IQCK	5513	23
IQGAP1	5514	14
IQGAP2	5515	87
IQGAP3	5516	11
IQSEC2	5517	6
IQUB	5518	9
IRAK1	5519	1
IRAK1BP1	5520	6
IRAK2	5521	21
IRAK3	5522	9
IRAK4	5523	5
IREB2	5524	6
IRF1	5525	5
IRF2	5526	3
IRF2BP2	5527	4
IRF3	5528	4
IRF4	5529	12
IRF5	5530	7
IRF6	5531	2
IRF7	5532	3
IRF8	5533	16
IRGC	5534	12
IRGQ	5535	6
IRS1	5536	6
IRS4	5537	9
IRX1	5538	16
IRX3	5539	9
IRX4	5540	18
IRX5	5541	12
IRX6	5542	15
ISCA1	5543	5
ISCA2	5544	1
ISCU	5545	11
ISG12(A)	5546	16
ISG15	5547	10
ISG20L2	5548	1
ISL1	5549	18
ISL2	5550	18
ISLR	5551	1
ISLR2	5552	13
ISM1	5553	38
ISOC1	5554	12
ISOC2	5555	5
IST1	5556	11
ISY1	5557	27
ISYNA1	5558	4
ITCH	5559	7
ITFG1	5560	9
ITFG2	5561	11
ITFG3	5562	10
ITGA10	5563	10
ITGA11	5564	10
ITGA2	5565	18
ITGA2B	5566	8
ITGA3	5567	5
ITGA4	5568	21
ITGA5	5569	10
ITGA6	5570	12
ITGA7	5571	11
ITGA8	5572	12
ITGA9	5573	57
ITGAE	5574	15
ITGAL	5575	5
ITGAV	5576	13
ITGB1	5577	8
ITGB1BP1	5578	8
ITGB1BP3	5579	2
ITGB2	5580	8
ITGB3	5581	12
ITGB3BP	5582	7
ITGB4	5583	12
ITGB5	5584	30
ITGB6	5585	8
ITGB7	5586	4
ITGB8	5587	5
ITGBL1	5588	13
ITIH3	5589	8
ITIH4	5590	24
ITIH5	5591	39
ITK	5592	6
ITM2B	5593	5
ITM2C	5594	4
ITPA	5595	8
ITPK1	5596	84
ITPKA	5597	10
ITPKB	5598	56
ITPKC	5599	6
ITPR1	5600	52
ITPR2	5601	41
ITPR3	5602	40
ITPRIP	5603	16
ITPRIPL1	5604	5
ITPRIPL2	5605	2
ITSN1	5606	50
IVD	5607	7
IVNS1ABP	5608	2
IWS1	5609	16
IZUMO1	5610	10
JAG1	5611	24
JAG2	5612	3
JAGN1	5613	10
JAK1	5614	20
JAK2	5615	12
JAKMIP1	5616	18
JAKMIP2	5617	14
JAKMIP3	5618	43
JAM2	5619	2
JAM3	5620	22
JARID2	5621	65
JAZF1	5622	43
JDP2	5623	10
JKAMP	5624	2
JMJD1C	5625	31
JMJD2A	5626	18
JMJD2D	5627	6
JMJD4	5628	2
JMJD5	5629	4
JMJD6	5630	11
JMJD7	5631	2
JMJD7PLA2G4B	5632	5
JMJD8	5633	7
JMY	5634	11
JOSD1	5635	10
JPH1	5636	42
JPH2	5637	28
JPH3	5638	36
JPH4	5639	4
JRK	5640	7
JRKL	5641	5
JSP.1	5642	5
JSRP1	5643	4
JTB	5644	6
JUB	5645	8
JUN	5646	10
JUNB	5647	6
JUND	5648	6
JUP	5649	4
KAL1	5650	41
KALRN	5651	80
KANK1	5652	18
KANK2	5653	15
KANK3	5654	7
KANK4	5655	6
KARS	5656	12
KAT2B	5657	65
KAT5	5658	7
KATNA1	5659	11
KATNAL2	5660	7
KATNB1	5661	6
KAZALD1	5662	10
KBP	5663	7
KBTBD12	5664	33
KBTBD3	5665	6
KBTBD4	5666	29
KBTBD5	5667	7
KBTBD6	5668	5
KBTBD7	5669	12
KBTBD8	5670	4
KCMF1	5671	5
KCNA1	5672	7
KCNA10	5673	6
KCNA2	5674	5
KCNA4	5675	12
KCNA5	5676	2
KCNA6	5677	5
KCNA7	5678	11
KCNAB1	5679	14
KCNAB2	5680	18
KCNAB3	5681	7
KCNB1	5682	23
KCNB2	5683	38
KCNC1	5684	22
KCNC2	5685	18
KCNC4	5686	18
KCND1	5687	12
KCND2	5688	40
KCND3	5689	8
KCNE1	5690	7
KCNE1L	5691	2
KCNE4	5692	2
KCNF1	5693	3
KCNG1	5694	5
KCNG2	5695	37
KCNG3	5696	5
KCNG4	5697	12
KCNH1	5698	40
KCNH2	5699	22
KCNH3	5700	16
KCNH4	5701	13
KCNH5	5702	22
KCNH6	5703	9
KCNH7	5704	31
KCNIP1	5705	54
KCNIP3	5706	1
KCNIP4	5707	51
KCNJ10	5708	10
KCNJ11	5709	2
KCNJ12	5710	14
KCNJ14	5711	4
KCNJ15	5712	2
KCNJ16	5713	5
KCNJ2	5714	9
KCNJ3	5715	11
KCNJ5	5716	2
KCNJ6	5717	17
KCNJ8	5718	11
KCNJ9	5719	2
KCNK1	5720	12
KCNK10	5721	24
KCNK12	5722	24
KCNK15	5723	6
KCNK17	5724	6
KCNK18	5725	2
KCNK2	5726	22
KCNK3	5727	9
KCNK4	5728	18
KCNK5	5729	23
KCNK6	5730	3
KCNK7	5731	4
KCNK9	5732	45
KCNMA1	5733	117
KCNMB1	5734	3
KCNMB2	5735	10
KCNMB4	5736	8
KCNN1	5737	5
KCNN2	5738	34
KCNN3	5739	66
KCNN4	5740	5
KCNQ1	5741	134
KCNQ2	5742	9
KCNQ3	5743	40
KCNQ4	5744	15
KCNQ5	5745	58
KCNS1	5746	5
KCNS2	5747	4
KCNS3	5748	5
KCNT1	5749	12
KCNU1	5750	11
KCNV1	5751	6
KCNV2	5752	5
KCP	5753	9
KCTD1	5754	11
KCTD10	5755	17
KCTD11	5756	2
KCTD12	5757	5
KCTD13	5758	11
KCTD15	5759	18
KCTD16	5760	30
KCTD17	5761	4
KCTD18	5762	5
KCTD19	5763	8
KCTD2	5764	2
KCTD20	5765	10
KCTD21	5766	6
KCTD3	5767	7
KCTD5	5768	16
KCTD7	5769	18
KCTD8	5770	28
KCTD9	5771	12
KDELC1	5772	8
KDELC2	5773	6
KDELR1	5774	9
KDELR2	5775	19
KDELR3	5776	18
KDM1A	5777	4
KDM1B	5778	19
KDM2A	5779	14
KDM2B	5780	32
KDM3A	5781	7
KDM4B	5782	51
KDM4C	5783	19
KDM5A	5784	9
KDM5B	5785	9
KDM5C	5786	13
KDM6A	5787	28
KDR	5788	6
KDSR	5789	35
KEAP1	5790	14
KERA	5791	1
KERIA	5792	5
KHDRBS1	5793	10
KHDRBS2	5794	56
KHDRBS3	5795	10
KHK	5796	2
KHNYN	5797	8
KIAA0020	5798	6
KIAA0141	5799	10
KIAA0406	5800	4
KIAA0415	5801	99
KIAA0586	5802	24
KIAA1324L	5803	18
KIAA1383	5804	2
KIAA1429	5805	3
KIAA1462	5806	18
KIAA1539	5807	9
KIAA1712	5808	3
KIAA1715	5809	5
KIAA1737	5810	4
KIAA1797	5811	34
KIAA1826	5812	6
KIAA1949	5813	5
KIAA1984	5814	8
KIAA2013	5815	7
KIF11	5816	7
KIF13A	5817	37
KIF13B	5818	37
KIF14	5819	37
KIF15	5820	5
KIF16B	5821	80
KIF17	5822	21
KIF18A	5823	16
KIF18B	5824	16
KIF19	5825	15
KIF1A	5826	45
KIF1C	5827	2
KIF20A	5828	22
KIF20B	5829	21
KIF22	5830	13
KIF23	5831	10
KIF24	5832	3
KIF25	5833	39
KIF2B	5834	2
KIF2C	5835	6
KIF3A	5836	21
KIF3B	5837	10
KIF3C	5838	11
KIF4A	5839	4
KIF5A	5840	12
KIF5B	5841	8
KIF5C	5842	7
KIF7	5843	14
KIF9	5844	14
KIFAP3	5845	11
KIFC1	5846	10
KIN	5847	7
KIR2DL5A	5848	9
KIRREL2	5849	6
KIRREL3	5850	6
KISS1	5851	4
KIT	5852	6
KITLG	5853	10
KL	5854	9
KLB	5855	2
KLC1	5856	83
KLC2	5857	13
KLC3	5858	7
KLC4	5859	17
KLF1	5860	7
KLF10	5861	6
KLF11	5862	9
KLF12	5863	7
KLF13	5864	3
KLF14	5865	1
KLF15	5866	7
KLF16	5867	8
KLF17	5868	4
KLF3	5869	5
KLF4	5870	9
KLF5	5871	12
KLF6	5872	10
KLF7	5873	10
KLF8	5874	18
KLF9	5875	17
KLHDC1	5876	20
KLHDC10	5877	5
KLHDC2	5878	5
KLHDC3	5879	6
KLHDC4	5880	23
KLHDC5	5881	13
KLHDC7A	5882	4
KLHDC7B	5883	4
KLHDC8A	5884	4
KLHDC8B	5885	9
KLHDC9	5886	7
KLHL1	5887	22
KLHL10	5888	3
KLHL11	5889	5
KLHL12	5890	21
KLHL13	5891	1
KLHL14	5892	9
KLHL17	5893	5
KLHL18	5894	21
KLHL20	5895	7
KLHL21	5896	11
KLHL22	5897	18
KLHL23	5898	3
KLHL24	5899	8
KLHL25	5900	23
KLHL26	5901	19
KLHL28	5902	4
KLHL29	5903	71
KLHL3	5904	11
KLHL30	5905	3
KLHL31	5906	4
KLHL32	5907	18
KLHL33	5908	2
KLHL34	5909	8
KLHL35	5910	12
KLHL36	5911	11
KLHL38	5912	2
KLHL5	5913	7
KLHL7	5914	8
KLHL8	5915	9
KLHL9	5916	6
KLK1	5917	1
KLK10	5918	7
KLK13	5919	8
KLK14	5920	7
KLK15	5921	9
KLK4	5922	2
KLK5	5923	8
KLK6	5924	12
KLK7	5925	2
KLK8	5926	4
KLKBL4	5927	1
KLRA1	5928	6
KLRAQ1	5929	4
KLRF1	5930	4
KLRG2	5931	6
KNTC1	5932	8
KPNA1	5933	9
KPNA2	5934	11
KPNA4	5935	11
KPNA5	5936	9
KPNA6	5937	6
KPNA7	5938	11
KPNB1	5939	12
KPRP	5940	1
KPTN	5941	10
KRAS	5942	4
KRBA1	5943	1
KRBA2	5944	7
KREMEN1	5945	22
KREMEN2	5946	9
KRI1	5947	7
KRIT1	5948	4
KRR1	5949	2
KRT10	5950	11
KRT12	5951	4
KRT13	5952	4
KRT14	5953	1
KRT17	5954	3
KRT18	5955	2
KRT19	5956	6
KRT25	5957	4
KRT27	5958	2
KRT32	5959	5
KRT35	5960	2
KRT36	5961	1
KRT38	5962	2
KRT39	5963	4
KRT5	5964	10
KRT7	5965	2
KRT71	5966	2
KRT72	5967	11
KRT79	5968	2
KRT8	5969	2
KRT80	5970	6
KRT81	5971	7
KRT83	5972	2
KRT84	5973	3
KRT85	5974	11
KRT86	5975	5
KRTAP4	5976	1
KRTAP5	5977	6
KRTCAP2	5978	2
KRTCAP3	5979	3
KSR1	5980	52
KSR2	5981	80
KTELC1	5982	6
KTI12	5983	1
KTN1	5984	7
KTU	5985	4
L1CAM	5986	6
L2HGDH	5987	4
L3MBTL	5988	16
L3MBTL2	5989	8
L3MBTL3	5990	8
LACE1	5991	14
LACTB	5992	3
LACTB2	5993	6
LAD1	5994	3
LAG3	5995	6
LAGE3	5996	3
LAIR1	5997	2
LAMA1	5998	29
LAMA4	5999	8
LAMA5	6000	24
LAMB1	6001	15
LAMB2	6002	9
LAMB3	6003	18
LAMC1	6004	10
LAMC2	6005	14
LAMC3	6006	21
LAMP1	6007	15
LAMP2	6008	4
LANCL1	6009	11
LANCL3	6010	15
LAP3	6011	10
LAPTM4A	6012	18
LAPTM4B	6013	17
LAPTM5	6014	2
LARGE	6015	56
LARP1	6016	25
LARP4	6017	19
LARP4B	6018	10
LARP7	6019	2
LARS	6020	20
LARS2	6021	41
LAS1L	6022	15
LASP1	6023	11
LASS1	6024	9
LASS2	6025	6
LASS3	6026	3
LASS4	6027	4
LASS5	6028	5
LASS6	6029	35
LAT	6030	6
LAT2	6031	19
LATS2	6032	22
LAX1	6033	4
LAYN	6034	18
LBH	6035	5
LBR	6036	7
LBX1	6037	7
LBX2	6038	5
LBXCOR1	6039	21
LCA5L	6040	7
LCAT	6041	2
LCK	6042	7
LCLAT1	6043	11
LCMT1	6044	8
LCMT2	6045	10
LCN1	6046	8
LCN10	6047	7
LCN12	6048	7
LCN15	6049	1
LCN6	6050	3
LCN9	6051	3
LCOR	6052	6
LCORL	6053	22
LCP1	6054	6
LCP2	6055	17
LCT	6056	23
LDB2	6057	48
LDB3	6058	7
LDHA	6059	11
LDHAL6B	6060	5
LDHB	6061	10
LDHC	6062	8
LDHD	6063	2
LDLR	6064	8
LDLRAD2	6065	16
LDLRAD3	6066	59
LDLRAP1	6067	5
LDOC1	6068	4
LDOC1L	6069	5
LEAP2	6070	4
LECT1	6071	4
LECT2	6072	1
LEF1	6073	22
LEFTY2	6074	2
LEMD2	6075	28
LEMD3	6076	7
LENG1	6077	6
LENG8	6078	13
LENG9	6079	2
LEO1	6080	14
LEP	6081	2
LEPRE1	6082	11
LEPREL1	6083	23
LEPROT	6084	5
LEPROTL1	6085	6
LETM1	6086	30
LETM2	6087	18
LETMD1	6088	3
LFNG	6089	10
LGALS12	6090	2
LGALS13	6091	1
LGALS3	6092	11
LGALS3BP	6093	4
LGALS4	6094	2
LGALS7	6095	2
LGALS8	6096	6
LGI2	6097	7
LGI4	6098	16
LGMN	6099	9
LGP2	6100	4
LGR4	6101	11
LGR5	6102	23
LGTN	6103	4
LHB	6104	5
LHCGR	6105	7
LHFP	6106	43
LHFPL2	6107	17
LHFPL3	6108	49
LHFPL5	6109	4
LHPP	6110	81
LHX1	6111	15
LHX2	6112	30
LHX3	6113	10
LHX4	6114	13
LHX5	6115	21
LHX6	6116	14
LHX8	6117	16
LHX9	6118	14
LIAS	6119	2
LIF	6120	4
LIG1	6121	22
LIG3	6122	7
LIG4	6123	12
LILRB3	6124	2
LIM2	6125	6
LIMA1	6126	8
LIMCH1	6127	78
LIMD1	6128	36
LIMD2	6129	5
LIMK1	6130	12
LIMK2	6131	30
LIMS2	6132	16
LIN28	6133	13
LIN28B	6134	4
LIN37	6135	11
LIN52	6136	13
LIN54	6137	12
LIN7A	6138	14
LIN7B	6139	6
LIN7C	6140	5
LINGO1	6141	3
LINGO2	6142	17
LINGO3	6143	2
LIPA	6144	8
LIPC	6145	33
LIPE	6146	7
LIPG	6147	14
LIPH	6148	4
LIPJ	6149	1
LIPK	6150	7
LIPT1	6151	7
LIPT2	6152	5
LITAF	6153	15
LIX1	6154	13
LIX1L	6155	7
LLGL1	6156	12
LLGL2	6157	13
LLPH	6158	5
LMAN1	6159	14
LMAN1L	6160	2
LMAN2	6161	10
LMAN2L	6162	7
LMBR1	6163	13
LMBRD1	6164	5
LMBRD2	6165	2
LMCD1	6166	20
LMF1	6167	42
LMF2	6168	2
LMNA	6169	11
LMNB1	6170	6
LMNB2	6171	19
LMO1	6172	16
LMO2	6173	10
LMO3	6174	15
LMO4	6175	10
LMO7	6176	24
LMOD1	6177	16
LMOD2	6178	5
LMTK2	6179	69
LMTK3	6180	15
LMX1A	6181	35
LNP1	6182	5
LNPEP	6183	6
LNX1	6184	2
LNX2	6185	4
LOC100124497	6186	8
LOC100124511	6187	12
LOC100125266	6188	1
LOC100125320	6189	5
LOC100125388	6190	6
LOC100125412	6191	15
LOC100125414	6192	2
LOC100125578	6193	29
LOC100125763	6194	5
LOC100125913	6195	8
LOC100125916	6196	5
LOC100125925	6197	7
LOC100125939	6198	11
LOC100126043	6199	3
LOC100126052	6200	1
LOC100126170	6201	20
LOC100126230	6202	5
LOC100126544	6203	7
LOC100126815	6204	2
LOC100137759	6205	18
LOC100137763	6206	96
LOC100137765	6207	4
LOC100137797	6208	15
LOC100137824	6209	3
LOC100137867	6210	4
LOC100137897	6211	20
LOC100137903	6212	27
LOC100137974	6213	14
LOC100137993	6214	4
LOC100138042	6215	6
LOC100138046	6216	5
LOC100138072	6217	14
LOC100138078	6218	8
LOC100138149	6219	5
LOC100138230	6220	14
LOC100138235	6221	4
LOC100138261	6222	5
LOC100138264	6223	8
LOC100138302	6224	1
LOC100138344	6225	1
LOC100138354	6226	4
LOC100138376	6227	4
LOC100138392	6228	7
LOC100138414	6229	4
LOC100138428	6230	5
LOC100138434	6231	4
LOC100138449	6232	43
LOC100138493	6233	18
LOC100138505	6234	21
LOC100138522	6235	2
LOC100138523	6236	8
LOC100138538	6237	5
LOC100138547	6238	8
LOC100138572	6239	10
LOC100138582	6240	5
LOC100138596	6241	11
LOC100138599	6242	27
LOC100138632	6243	9
LOC100138660	6244	7
LOC100138671	6245	7
LOC100138708	6246	12
LOC100138732	6247	3
LOC100138743	6248	1
